YTID;start_seconds;end_seconds;positive_labels;labels;Gunshot
rYOn7zmpMTI;230000;240000;/m/04rlf,/m/0jtg0;"Music;Sitar";False
rYX3_ekLljk;470000;480000;/m/0dv5r;Camera;False
rZ0bEa58Zpg;10000;20000;/m/032n05;Whale vocalization;False
rZBUeFi8cA8;280000;290000;/m/01c194,/m/04rlf;"Mantra;Music";False
rZaOhi-iCFw;0;10000;/m/04cvmfc;Roar;False
rZr2jSVJQPk;340000;350000;/m/04fq5q,/m/04rlf;"Foghorn;Music";False
rZu17-r4qJc;30000;40000;/m/07r_k2n,/m/09x0r;"Yip;Speech";False
rZuF9SiaAvQ;40000;50000;/m/0463cq4,/m/09x0r,/t/dd00125;"Crying, sobbing;Speech;Inside, small room";False
r_KdRKquXsM;170000;180000;/m/01kcd,/m/0319l,/m/07c6l,/m/07gql;"Brass instrument;French horn;Trombone;Trumpet";False
r_NtxVofCI0;10000;20000;/m/07ptfmf;Stir;False
r_kuL-LnVc4;20000;30000;/m/0dwsp,/m/0dwtp,/m/0j45pbj;"Marimba, xylophone;Glockenspiel;Mallet percussion";False
ra39sEws8WU;30000;40000;/m/07qf0zm,/m/07r_k2n,/m/09x0r;"Howl;Yip;Speech";False
ra9rC1jpGig;0;10000;/m/04rlf,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv;"Music;Vehicle;Tire squeal;Car;Race car, auto racing";False
raM61L4D-7Y;80000;90000;/g/122z_qxw,/m/09x0r;"Firecracker;Speech";False
raM8Lp0aGCk;30000;40000;/m/04rlf,/m/04szw,/m/07kc_,/m/0l14qv;"Music;Musical instrument;Theremin;Synthesizer";False
raQkEDa3xc4;140000;150000;/m/08p9q4,/m/09x0r,/t/dd00129;"Sidetone;Speech;Outside, rural or natural";False
rabx240pooM;30000;40000;/m/07qcpgn,/m/09x0r;"Tap;Speech";False
rad-iM5Ssbo;0;10000;/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9,/m/09x0r,/t/dd00128;"Toot;Truck;Vehicle;Vehicle horn, car horn, honking;Speech;Outside, urban or manmade";False
rarVVkXDXi8;30000;40000;/m/04s8yn,/m/07r5c2p,/m/0jbk;"Crow;Caw;Animal";False
raww5tvi85A;40000;50000;/m/02yds9,/m/04cvmfc,/m/05tny_,/m/07rc7d9,/m/0bt9lr;"Purr;Roar;Bark;Bow-wow;Dog";False
rb9qg2lob0k;30000;40000;/m/015vgc,/m/04rlf,/m/09x0r;"Carnatic music;Music;Speech";False
rbAJ6N8yOz0;80000;90000;/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk;"Domestic animals, pets;Pant;Dog;Animal";False
rbI18LmDHpw;10000;20000;/m/05x_td,/m/0912c9,/m/09x0r;"Air horn, truck horn;Vehicle horn, car horn, honking;Speech";False
rbR4wvKtWLo;90000;100000;/m/07rrlb6,/m/09x0r;"Splash, splatter;Speech";False
rbuhKLlMxNQ;21000;31000;/m/04rlf,/m/07p6mqd,/m/0838f,/m/09x0r;"Music;Slosh;Water;Speech";False
rcKeFoxK7DM;170000;180000;/m/07qc9xj,/m/09x0r;"Clicking;Speech";False
rcRY2dnl0MM;150000;160000;/m/07ptfmf,/m/0dxrf;"Stir;Frying (food)";False
rcdB8hOXTUU;60000;70000;/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk;"Domestic animals, pets;Dog;Growling;Animal";False
rcosKdeDD5c;90000;100000;/m/0xzly;Maraca;False
rcp4eckcBoU;27000;37000;/m/07p6mqd,/m/0838f,/m/09x0r;"Slosh;Water;Speech";False
rd6fqE3njv8;530000;540000;/m/01g90h;Stomach rumble;False
rdO1qD7iRs0;0;10000;/m/0642b4;Cupboard open or close;False
rdTuCS_E6nQ;60000;70000;/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t;"Fowl;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster";False
rd_UQS0w1Zc;300000;310000;/m/01m2v,/m/09x0r;"Computer keyboard;Speech";False
rdkRhekgUjk;30000;40000;/m/01jg1z,/m/09x0r;"Heart murmur;Speech";False
rdwmkUJzLRQ;400000;410000;/m/01h3n,/m/03vt0,/m/0h2mp;"Bee, wasp, etc.;Insect;Fly, housefly";False
reJ5kW42OoM;20000;30000;/m/07rrlb6,/m/09x0r;"Splash, splatter;Speech";False
rebIPr0cggU;190000;200000;/m/0dl83;Arrow;False
ret7zQgFwmQ;170000;180000;/m/01m2v,/m/0316dw,/m/09x0r;"Computer keyboard;Typing;Speech";False
reut_GHJPpM;260000;270000;/m/07pyy8b,/m/09x0r;"Pant;Speech";False
reyxTC-IsaU;30000;40000;/m/07qn4z3;Rattle;False
rezeXO85eYM;0;10000;/m/02mk9,/m/07yv9,/t/dd00130;"Engine;Vehicle;Engine starting";False
rf7z7RsEZFc;30000;40000;/m/04rlf,/m/07qcpgn;"Music;Tap";False
rfNN_SKdrPo;180000;190000;/m/04rlf,/m/07pkxdp;"Music;Lullaby";False
rfmZO9W4y-c;520000;530000;/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv;"Bird;Bird vocalization, bird call, bird song;Chirp, tweet;Coo;Pigeon, dove";False
rgDzMS5KQz8;30000;40000;/m/01xq0k1,/m/07rpkh9,/m/0ch8v;"Cattle, bovinae;Moo;Livestock, farm animals, working animals";False
rgVDREUH86g;140000;150000;/m/04rlf,/m/064t9,/m/0dl5d;"Music;Pop music;Progressive rock";False
rgYJjCgZoJA;50000;60000;/m/01hgjl,/m/04rlf;"Scratching (performance technique);Music";False
rgg378LXd9k;10000;20000;/m/07mzm6,/m/09x0r,/m/0ytgt;"Wheeze;Speech;Child speech, kid speaking";False
rgpkbNUr3CM;20000;30000;/m/04fq5q;Foghorn;False
rh45WRp3Ff8;30000;40000;/m/04rlf,/m/07qwdck,/m/09x0r;"Music;Ping;Speech";False
rh6xBgZYxvY;30000;40000;/m/07pzfmf;Crackle;False
rhCLv2BETIc;0;10000;/m/0lyf6;Breathing;False
rhG_ie69Nwc;300000;310000;/m/04rlf,/m/07pws3f,/m/09x0r;"Music;Bang;Speech";False
rhYXUzgnwMQ;470000;480000;/m/0242l;Coin (dropping);False
rhc0K-n2GlA;30000;40000;/m/026fgl,/m/0f8s22;"Wind chime;Chime";False
rhnbEZ85wZA;20000;30000;/m/039jq;Glass;False
rikAI_V2y1M;30000;40000;/m/04rmv;Mouse;False
rizanOQM61k;60000;70000;/m/016cjb,/m/04rlf,/m/074ft,/m/0l14jd,/m/0z9c;"Gospel music;Music;Song;Choir;A capella";False
rj17BdeI4jE;10000;20000;/m/07swgks;Gurgling;False
rj4T3-8PeAE;200000;210000;/m/030rvx,/m/09x0r,/t/dd00129;"Buzzer;Speech;Outside, rural or natural";False
rjAr4NJh_-8;0;6000;/m/07ryjzk;Slap, smack;False
rjAxPhBD79I;80000;90000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
rjIlkj5EA3Y;100000;110000;/m/04rlf,/m/07qnq_y,/m/09x0r;"Music;Thump, thud;Speech";False
rjYoJHQFjys;90000;100000;/m/03qjg,/m/085jw;"Harmonica;Wind instrument, woodwind instrument";False
rjhreFT66-k;120000;130000;/m/07pbtc8,/m/09x0r;"Walk, footsteps;Speech";False
rk6j7lhNf1o;29000;39000;/m/04rlf,/m/07qn4z3,/m/09x0r;"Music;Rattle;Speech";False
rk8SkX9FuBA;540000;550000;/m/01d380,/m/07k1x,/m/0_ksk;"Drill;Tools;Power tool";False
rkHF_JMnB8o;80000;90000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
rklUVQ2rMnE;30000;40000;/m/07st88b,/m/09ld4;"Croak;Frog";False
rlU1bL-BmmY;30000;40000;/m/028sqc,/m/03r5q_,/m/04rlf;"Music of Asia;Jingle (music);Music";False
rlebZNXxcXU;210000;220000;/m/01d380,/m/07k1x,/m/0_ksk;"Drill;Tools;Power tool";False
rlga8BUNMhQ;460000;470000;/m/023vsd,/m/07pdjhy,/m/083vt;"Sanding;Rub;Wood";False
rlgtcjChCSE;190000;200000;/m/07mzm6,/m/09x0r,/t/dd00125;"Wheeze;Speech;Inside, small room";False
rliodqgji1E;180000;190000;/m/04rlf,/m/07prgkl;"Music;Pour";False
rlr_rQrfKQQ;0;10000;/m/015jpf,/m/04rlf;"Dial tone;Music";False
rlzDt4-6eo0;60000;70000;/m/04rlf,/m/0dwt5;"Music;Vibraphone";False
rlzTUDvJX4s;10000;20000;/m/07r4k75,/m/09x0r;"Grunt;Speech";False
rmMFrnR_hfA;30000;40000;/m/03w41f;Church bell;False
rmU4p95x6o0;20000;30000;/m/04fq5q,/m/04rlf;"Foghorn;Music";False
rmVirt0T0jU;130000;140000;/m/0140xf,/m/04rlf,/m/09x0r;"Christmas music;Music;Speech";False
rmcO8hVdh2M;180000;190000;/m/07cx4,/m/07rrh0c,/m/09x0r;"Telephone;Thunk;Speech";False
rmfZ-r7wd6g;350000;360000;/m/01j3sz,/m/03qc9zr,/m/04rlf,/m/09x0r;"Laughter;Screaming;Music;Speech";False
rmprN7i_f_4;220000;230000;/m/0dwsp,/m/0dwtp,/m/0j45pbj;"Marimba, xylophone;Glockenspiel;Mallet percussion";False
rmy3Pr0Ba7Q;30000;40000;/m/07plz5l,/m/09x0r;"Sigh;Speech";False
rnOIXOGfSUE;240000;250000;/m/05rwpb;Independent music;False
rnPLN7OJWc4;180000;190000;/m/07p9k1k,/m/0dxrf;"Sizzle;Frying (food)";False
rnXs2TvlAK0;10000;20000;/m/07rbp7_;Whip;False
rn_v88OiRks;180000;190000;/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y;"Tapping (guitar technique);Guitar;Music;Musical instrument;Plucked string instrument";False
rnn47C0m4Ng;30000;40000;/m/07pzfmf;Crackle;False
rnsUsSspxAg;70000;80000;/m/01h82_,/m/01jwx6,/m/01yg9g,/m/02mk9;"Engine knocking;Vibration;Lawn mower;Engine";False
rnt0eayAr_Y;560000;570000;/m/04rlf,/m/09x0r,/t/dd00001;"Music;Speech;Baby laughter";False
rnuGOQ-aSjs;80000;90000;/m/0239kh,/m/026t6,/m/03t3fj,/m/0l14md;"Cowbell;Drum;Rimshot;Percussion";False
roN_B9VVH0w;90000;100000;/m/015p6,/m/09b5t,/m/09ddx,/m/09x0r,/m/0jbk;"Bird;Chicken, rooster;Duck;Speech;Animal";False
roQlmGVt6lw;30000;40000;/m/04rlf,/m/08cyft;"Music;Electronic dance music";False
roxImnh9YTI;30000;40000;/m/032s66,/m/0_1c;"Gunshot, gunfire;Artillery fire";True
rp3cD2jWlVE;560000;570000;/m/032s66,/m/073cg4;"Gunshot, gunfire;Cap gun";True
rpK2oHHZZ10;110000;120000;/m/03q5_w,/m/07r4k75;"Burping, eructation;Grunt";False
rpeHqnDJ6_Q;80000;90000;/m/0642b4;Cupboard open or close;False
rpnr-UTngEQ;30000;40000;/m/068hy,/m/0bt9lr,/m/0dl9sf8,/m/0jbk;"Domestic animals, pets;Dog;Throat clearing;Animal";False
rpxqIoFfs1Q;350000;360000;/m/07q0yl5,/m/09x0r;"Snort;Speech";False
rq-7TOgaCD8;130000;140000;/m/04rlf,/m/07s8j8t;"Music;Roll";False
rqzIV5OzbH0;30000;40000;/t/dd00134;Car passing by;False
rr8NPtyLzXQ;30000;40000;/m/0242l;Coin (dropping);False
rrAIuGMTqtA;260000;270000;/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125;"Reverberation;Effects unit;Guitar;Music;Musical instrument;Plucked string instrument;Inside, small room";False
rrEB1RcaSMk;60000;70000;/m/01h8n0;Conversation;False
rrGbQeCIQEc;0;10000;/m/06mb1,/m/07qwyj0,/m/0jb2l,/m/0ngt1;"Rain;Rustle;Thunderstorm;Thunder";False
rraQrgfzLx8;30000;40000;/m/01z7dr,/m/04rlf;"Video game music;Music";False
rs7rSn4G_4s;500000;510000;/m/03l9g;Hammer;False
rs8K9PYWac4;330000;340000;/m/03qtwd,/m/07rkbfh,/m/09x0r;"Crowd;Chatter;Speech";False
rsGPGNcvWiY;0;7000;/m/04rlf,/m/07qw_06,/m/09x0r;"Music;Wail, moan;Speech";False
rsH2f778DnM;30000;40000;/m/01b_21,/m/0dl9sf8;"Cough;Throat clearing";False
rsRZQpsltMk;70000;80000;/m/09x0r,/m/0gy1t2s,/m/0ytgt;"Speech;Bicycle bell;Child speech, kid speaking";False
rsX-PD306xU;30000;40000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
rsdWJ_OhcsQ;100000;110000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
rt3Y5n2OUvA;280000;290000;/m/0326g,/m/04rlf;"Flamenco;Music";False
rtBmILCQzDA;470000;480000;/m/07pqn27;Bouncing;False
ruf-EVEl3cg;420000;430000;/m/09x0r,/m/0llzx;"Speech;Sewing machine";False
rui3kVWgTUc;30000;40000;/m/07q0yl5,/m/09x0r;"Snort;Speech";False
rv6CV6xKAYg;30000;40000;/m/07p7b8y;Fill (with liquid);False
rvTFEIsrQbA;460000;470000;/m/068hy,/m/09x0r,/m/0jbk,/t/dd00013,/t/dd00128;"Domestic animals, pets;Speech;Animal;Children playing;Outside, urban or manmade";False
rvtjV8TcDp0;120000;130000;/m/09x0r,/t/dd00112;"Speech;Crumpling, crinkling";False
rvz6mLRDYoU;30000;40000;/m/01swy6,/m/04rlf;"Yodeling;Music";False
rw6G00Q2nr4;8000;18000;/m/07pczhz;Chop;False
rwReDDvDDPM;40000;50000;/m/025rv6n,/m/07st89h,/m/09b5t,/m/0dbvp;"Fowl;Cluck;Chicken, rooster;Goose";False
rwm1ZWo5vMs;60000;70000;/m/02p3nc,/m/02zsn,/m/09x0r;"Hiccup;Female speech, woman speaking;Speech";False
rwzSKarbvW0;30000;40000;/m/07rgkc5;Static;False
rx2TTte_kvo;30000;40000;/m/07r81j2;Caterwaul;False
rx_uQykvquk;20000;30000;/m/07rjzl8,/m/09x0r;"Slam;Speech";False
rxqcdu-p0NI;30000;40000;/m/0j6m2;Stream;False
rxyzGV8Urss;70000;80000;/m/07pp8cl,/m/09x0r,/t/dd00126;"Telephone bell ringing;Speech;Inside, large room or hall";False
ry-udTprO4o;490000;500000;/m/046dlr;Alarm clock;False
ry4PXhwNgI4;160000;170000;/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092;"Boat, Water vehicle;Waves, surf;Wind;Ocean;Ship;Wind noise (microphone)";False
ry7WSjD4nOM;340000;350000;/m/01g50p,/m/0284vy3,/m/04zmvq,/m/06d_3,/m/07jdr;"Railroad car, train wagon;Train horn;Train whistle;Rail transport;Train";False
ryEXhKy1QUI;60000;70000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
rykXOCz6AQk;0;10000;/m/0dv3j;Boiling;False
rz2qNg31SWc;330000;340000;/m/03dnzn,/m/07p7b8y,/m/09x0r,/t/dd00125;"Bathtub (filling or washing);Fill (with liquid);Speech;Inside, small room";False
rzHXGinD6ZE;20000;30000;/m/07rdhzs;Whack, thwack;False
rzIDFm-0zpQ;30000;40000;/m/07qlf79;Spray;False
rzT6b2ZhZfk;10000;20000;/m/025rv6n,/m/07qn5dc,/m/09b5t;"Fowl;Crowing, cock-a-doodle-doo;Chicken, rooster";False
rzVNYg3nClo;420000;430000;/m/04rlf,/t/dd00037,/t/dd00126;"Music;Scary music;Inside, large room or hall";False
rzWvQwT7irw;0;10000;/m/07rqsjt;Whoosh, swoosh, swish;False
rzmX8IPoaUc;230000;240000;/m/015lz1,/m/04rlf,/m/07rn7sz;"Singing;Music;Shatter";False
s-HejPHC-Hk;30000;40000;/m/04229;Jet engine;False
s-jlycmfUsw;30000;40000;/m/0912c9;Vehicle horn, car horn, honking;False
s-rEfipJ4ec;10000;20000;/m/0fx9l;Microwave oven;False
s05p-Wwh9R0;70000;80000;/m/09x0r,/t/dd00013;"Speech;Children playing";False
s0fa2bFsEuU;30000;40000;/m/09t49,/m/09x0r;"Rustling leaves;Speech";False
s0k1mdX5QsM;0;10000;/m/02x984l,/m/07yv9,/m/0k4j;"Mechanical fan;Vehicle;Car";False
s17mdibIKjo;5000;15000;/m/07s02z0;Squeal;False
s1L8oRfvGf0;30000;40000;/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/0dgbq;"Emergency vehicle;Siren;Police car (siren);Civil defense siren";False
s1QeDT7jqHQ;30000;40000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
s1Z5w3OIaXQ;10000;20000;/m/01j3sz,/m/07sq110,/t/dd00125;"Laughter;Belly laugh;Inside, small room";False
s1c8RF7lKv0;50000;60000;/m/064t9,/m/07pws3f;"Pop music;Bang";False
s1eMgmzCMDM;110000;120000;/m/04rlf,/m/05r6t,/m/06by7,/m/07pt_g0;"Music;Punk rock;Rock music;Pulse";False
s1fxGZUobaw;14000;24000;/m/0463cq4,/m/09x0r,/t/dd00002;"Crying, sobbing;Speech;Baby cry, infant cry";False
s22k0wwCdN0;30000;40000;/m/07q0yl5;Snort;False
s25X6KwBpxw;30000;40000;/m/01swy6,/m/04rlf,/m/0g293;"Yodeling;Music;Music of Latin America";False
s2O6T_2K0V4;14000;24000;/m/07q0yl5,/m/09x0r;"Snort;Speech";False
s2kV3vuJOwk;0;10000;/m/02mk9,/t/dd00065;"Engine;Light engine (high frequency)";False
s2m6oNtNwdo;140000;150000;/m/0llzx;Sewing machine;False
s2oTwxnpiyQ;20000;30000;/m/07qv_d5,/m/07yv9,/m/0912c9;"Toot;Vehicle;Vehicle horn, car horn, honking";False
s36g2zijrhw;70000;80000;/m/0283d,/m/04rlf;"Drum and bass;Music";False
s3BgqLzQBFE;300000;310000;/m/02qmj0d;String section;False
s3BzHO0mT5s;321000;331000;/m/0btp2;Traffic noise, roadway noise;False
s3DQh4mU95E;0;10000;/m/0790c;Sonar;False
s3Q8pVDY7ZI;130000;140000;/m/0140xf,/m/02mscn,/m/04rlf;"Christmas music;Christian music;Music";False
s3VBiIRsIp0;30000;40000;/m/07pl1bw,/m/083vt;"Splinter;Wood";False
s4Oyt1_LTXA;80000;90000;/m/04rlf,/m/06bxc,/m/09x0r;"Music;Rapping;Speech";False
s4WYG7iPVIo;130000;140000;/m/02mfyn;Car alarm;False
s4laeV-Z8FM;10000;20000;/m/0463cq4,/m/09x0r;"Crying, sobbing;Speech";False
s4nhamYDOwY;470000;480000;/m/046dlr,/m/09x0r;"Alarm clock;Speech";False
s4snf62Y7Sg;160000;170000;/m/07hvw1,/m/09x0r,/t/dd00128;"Field recording;Speech;Outside, urban or manmade";False
s4wQi-0I2DE;30000;40000;/m/05tny_,/m/09x0r;"Bark;Speech";False
s4zRt_fE3U4;30000;40000;/m/07qdb04,/m/09ddx,/m/0jbk;"Quack;Duck;Animal";False
s5JPbWkRXKs;30000;40000;/m/014zdl;Explosion;False
s5bCiY7Bb_I;30000;40000;/t/dd00134;Car passing by;False
s5kz8qg4B2Y;210000;220000;/m/05r6t,/m/06by7;"Punk rock;Rock music";False
s5l4M29a73k;30000;40000;/m/04rlf,/m/07p78v5;"Music;Zing";False
s5wdG7xbTNg;120000;130000;/m/026t6,/m/02k_mr,/m/0l14md;"Drum;Drum roll;Percussion";False
s6MjQ58xIzw;0;10000;/m/01jg02,/m/07p_0gm;"Heart sounds, heartbeat;Throbbing";False
s6qrUVWgCpc;120000;130000;/m/06xkwv,/m/07rcgpl;"Mains hum;Hum";False
s72505MIhz8;80000;90000;/m/03qjg,/m/0l14_3,/m/0mkg;"Harmonica;Bowed string instrument;Accordion";False
s78Rk89lEAA;130000;140000;/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr;"Railroad car, train wagon;Train whistle;Rail transport;Train";False
s7ArmRwnPbk;310000;320000;/m/07s2xch;Groan;False
s7QetgNncv4;590000;600000;/m/09x0r,/m/0c2wf,/t/dd00125;"Speech;Typewriter;Inside, small room";False
s7VkXHiULz8;250000;260000;/m/04rlf,/t/dd00036;"Music;Angry music";False
s7s6G5DhXkw;210000;220000;/m/07pc8lb,/m/09x0r,/t/dd00125;"Breaking;Speech;Inside, small room";False
s7sRKH_EdAY;80000;90000;/m/07n_g,/m/0hdsk,/m/0mbct;"Tuning fork;Chirp tone;Gong";False
s7xO1rxpAw0;60000;70000;/m/01280g,/m/07r4k75,/m/0jbk;"Wild animals;Grunt;Animal";False
s8M58f5AdM0;10000;20000;/m/07q6cd_;Squeak;False
s8uTcJJXmPM;90000;100000;/m/06mb1,/m/07qwyj0;"Rain;Rustle";False
s8wi9HPl9oI;0;10000;/m/0199g,/t/dd00129;"Bicycle;Outside, rural or natural";False
s9Dx_Gq_AQI;30000;40000;/m/02bm9n,/m/0l7xg,/t/dd00077;"Ratchet, pawl;Gears;Mechanisms";False
s9IS_lGiKaA;110000;120000;/m/03qtwd,/m/04gy_2,/m/053hz1;"Crowd;Battle cry;Cheering";False
s9P0PRt5IKY;0;10000;/m/01jg1z;Heart murmur;False
s9RhyZeg7Y0;0;10000;/m/07yv9,/m/09ct_,/m/0k5j;"Vehicle;Helicopter;Aircraft";False
s9_p3Qh8m58;20000;30000;/m/07n_g;Tuning fork;False
s9ezgAzdIZ0;150000;160000;/m/02p01q,/m/083vt;"Filing (rasp);Wood";False
s9nyqHyzI_E;200000;210000;/m/01xq0k1,/m/0239kh,/m/07rpkh9,/m/0ch8v;"Cattle, bovinae;Cowbell;Moo;Livestock, farm animals, working animals";False
sA73ScSPS30;0;10000;/m/032s66,/m/04zjc;"Gunshot, gunfire;Machine gun";True
sAJAhrh16dA;250000;260000;/m/0d31p;Vacuum cleaner;False
sATc-yQ6jUM;300000;310000;/m/07pqn27;Bouncing;False
sAbeKEHArvw;30000;40000;/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv;"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove";False
sAypnmdiCEk;140000;150000;/m/04rlf,/m/06w87;"Music;Steel guitar, slide guitar";False
sBPkw3u6yNg;130000;140000;/m/0242l;Coin (dropping);False
sBX0_E2duBA;340000;350000;/m/0d31p;Vacuum cleaner;False
sD9Zh17d9Qc;0;10000;/m/07pjjrj;Smash, crash;False
sDX_95H0f9Q;180000;190000;/m/0192l,/m/085jw;"Bagpipes;Wind instrument, woodwind instrument";False
sDm26mR2cOU;30000;40000;/m/01wy6;Clarinet;False
sDoV3sMgDhE;130000;140000;/m/07kc_;Theremin;False
sEIn8YYD9jw;170000;180000;/m/03qjg,/m/085jw;"Harmonica;Wind instrument, woodwind instrument";False
sEJImhgvjQc;120000;130000;/m/07pt_g0;Pulse;False
sETUDPPoDuo;30000;40000;/m/02lkt,/m/04rlf,/m/07lnk;"Electronic music;Music;Trance music";False
sETh0k912jM;40000;50000;/m/07ryjzk;Slap, smack;False
sEVLcEZXWv8;20000;30000;/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk;"Domestic animals, pets;Pant;Dog;Animal";False
sErVkWNm_W4;14000;24000;/m/07q4ntr;Bellow;False
sF0EhQKfzUE;30000;40000;/m/04fq5q;Foghorn;False
sF78IpDx4K8;30000;40000;/m/07pp8cl,/m/09x0r;"Telephone bell ringing;Speech";False
sF8O7PKO7RE;20000;30000;/m/07r4k75,/m/0c1dj;"Grunt;Sound effect";False
sFGi5A10ylc;30000;40000;/m/03_d0,/m/04rlf;"Jazz;Music";False
sFMVdYa3plI;20000;30000;/m/013y1f,/m/03xq_f;"Organ;Electronic organ";False
sFrVdoOhu1Q;530000;540000;/m/06wzb,/m/07rjwbb;"Steam;Hiss";False
sG3AwBtR9ok;30000;40000;/m/01jnbd,/m/02rr_,/m/04rlf,/m/0g12c5;"Echo;Effects unit;Music;Distortion";False
sG3Z4mGbIyY;100000;110000;/m/02p3nc,/m/02zsn,/m/09x0r;"Hiccup;Female speech, woman speaking;Speech";False
sGM6xX5laFU;30000;40000;/m/025td0t,/m/04rlf,/t/dd00037;"Background music;Music;Scary music";False
sGO---9_-n4;10000;20000;/m/015y_n,/m/04rlf;"Swing music;Music";False
sGR0bnlDDXk;170000;180000;/m/07pczhz;Chop;False
sGVzzQLcT0U;150000;160000;/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125;"Guitar;Music;Musical instrument;Chorus effect;Plucked string instrument;Inside, small room";False
sGeiUh95YEc;30000;40000;/m/04rlf,/m/07qn4z3,/m/09x0r;"Music;Rattle;Speech";False
sGndF3lXXGE;510000;520000;/m/03l9g;Hammer;False
sGrm480vx0c;520000;530000;/m/02pjr4;Blender;False
sH4ZBH0xz9Y;80000;90000;/m/05x_td,/m/09x0r;"Air horn, truck horn;Speech";False
sHG1EezICt0;10000;20000;/m/07sx8x_,/t/dd00129;"Squawk;Outside, rural or natural";False
sHH9v4YDJlU;70000;80000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
sHHehsY_up0;80000;90000;/m/015lz1,/m/04rlf,/m/06bxc,/m/09x0r;"Singing;Music;Rapping;Speech";False
sHKsFM6wxmI;240000;250000;/m/04rlf,/m/0cj0r;"Music;Pink noise";False
sHWUC_rg2So;60000;70000;/m/025_jnm;Finger snapping;False
sICf0XtTokk;30000;40000;/m/04rlf,/m/07pkxdp;"Music;Lullaby";False
sIItIq_W3eE;320000;330000;/m/04rlf,/m/06cqb;"Music;Reggae";False
sIsLhhgDdwE;170000;180000;/m/06hck5;Steam whistle;False
sJ7rukNv3C8;20000;30000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
sJ8qPRiA-mM;30000;40000;/m/078jl,/m/07rjwbb;"Snake;Hiss";False
sJXft-YIVG0;30000;40000;/m/04rlf,/m/07brj;"Music;Tambourine";False
sJeGzYiLTa8;30000;40000;/m/0fx9l;Microwave oven;False
sJrBIqL6IpM;250000;260000;/m/07qw_06,/m/09x0r,/t/dd00125;"Wail, moan;Speech;Inside, small room";False
sJzb2AhqkSg;140000;150000;/m/04rlf,/t/dd00031;"Music;Happy music";False
sK2ooXd9vK0;30000;40000;/m/01kcd,/m/07c6l;"Brass instrument;Trombone";False
sKmutYDACpg;100000;110000;/m/07rn7sz;Shatter;False
sL01xTmV_Fc;30000;40000;/m/04rlf,/m/07kc_;"Music;Theremin";False
sL11iroEgfo;30000;40000;/m/04rlf,/m/0l14qv;"Music;Synthesizer";False
sLCSpjQTG7E;100000;110000;/m/02l6bg,/m/07yv9,/m/0k5j;"Propeller, airscrew;Vehicle;Aircraft";False
sLUW8bnYzSg;20000;30000;/m/0j6m2;Stream;False
sM6e857ES18;60000;70000;/g/122z_qxw,/m/07s02z0,/m/09x0r;"Firecracker;Squeal;Speech";False
sMNuJy4f4A0;0;10000;/m/04rlf,/t/dd00033;"Music;Sad music";False
sMPHFVRrJVc;500000;510000;/m/07pdhp0,/m/09x0r,/t/dd00125;"Biting;Speech;Inside, small room";False
sMhDzWMnU9o;30000;40000;/m/07qw_06;Wail, moan;False
sMlxPtm7AhI;210000;220000;/m/02c8p,/t/dd00125;"Telephone dialing, DTMF;Inside, small room";False
sN8GmPaaY-s;70000;80000;/m/032n05;Whale vocalization;False
sNCKIJFUj5I;80000;90000;/m/01b_21,/m/01hsr_;"Cough;Sneeze";False
sOIKfmsjT2k;40000;50000;/m/013y1f,/m/03xq_f;"Organ;Electronic organ";False
sOJSjVp6UTc;30000;40000;/m/01kcd,/m/07gql;"Brass instrument;Trumpet";False
sOaHq6kNIno;30000;40000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
sPFB-z2ezXk;490000;500000;/m/028ght,/m/04rlf,/m/09x0r;"Applause;Music;Speech";False
sPWJgPrNk6U;110000;120000;/m/0140xf,/m/04rlf;"Christmas music;Music";False
