# Segments csv created Sun Mar  5 10:54:31 2017,,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
YTID, start_seconds, end_seconds, positive_labels
eVHnX7MrWNQ,350000,360000,"/m/0261r1,/m/09x0r,/t/dd00125"
eVJ0Up-Cs3E,30000,40000,"/m/07qh7jl,/t/dd00077"
eVL8ZE32jCI,490000,500000,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
eVjcfdxSFKQ,550000,560000,"/m/03lty,/m/04rlf,/t/dd00036"
eVuFgs5wIOw,10000,20000,"/m/04rlf,/m/09x0r,/m/0dv5r"
eW8blcdeixc,30000,40000,"/m/01m4t,/m/02c8p,/m/09x0r"
eWNERam16Hg,230000,240000,"/m/01p970,/m/0l14md"
eWPRImk4jOY,170000,180000,/m/07qnq_y
eWSA0xubW7I,140000,150000,"/m/085jw,/m/0l14j_,/m/0mkg"
eWUPcvF6hC4,350000,360000,"/m/07pyf11,/m/07yv9,/m/0k4j,/m/0ltv"
eWWotQXTrv8,90000,100000,"/m/04rlf,/m/07pxg6y,/m/09x0r"
eWgPQxJCjCI,150000,160000,/m/012xff
eWsTuAn_td0,60000,70000,"/m/01jnbd,/m/04rlf"
eX0GiIfffCc,430000,440000,/m/07pqn27
eX0z6uHZga8,0,10000,"/m/016622,/m/07phxs1,/m/07rv4dm"
eX1Hynef5Rc,0,10000,"/m/015jpf,/m/04rlf,/m/09x0r,/m/0glt670"
eX2coDMQWxs,160000,170000,"/m/01jt3m,/m/0838f"
eXFug5WggE4,30000,40000,/m/07pdhp0
eXZCI_BoPYI,26000,36000,"/m/07rknqz,/m/09x0r"
eXf-_ddwzPk,140000,150000,"/m/09x0r,/t/dd00013"
eXiOnYckqMU,210000,220000,"/m/0283d,/m/04rlf"
eXzkoYGkxg4,150000,160000,"/m/01x3z,/m/04rlf"
eY0O08co3N8,590000,600000,/m/0h9mv
eYAW5cwgBeQ,4000,14000,"/m/04rlf,/m/07qlf79,/m/09x0r"
eYSt2gEcnp8,30000,40000,"/m/04rlf,/m/0b9m1"
eYwwhdVA3eM,300000,310000,/m/0j2kx
eZC1AP_JjXM,30000,40000,"/m/0192l,/m/085jw"
eZQsVitDCDs,130000,140000,"/m/07p6mqd,/m/09x0r"
eZUQ2FdwIyY,10000,20000,"/m/04rlf,/m/07m2kt"
eZl4v_Lou3I,500000,510000,/m/07p_0gm
eZrrzGgTpfk,100000,110000,"/m/04rlf,/m/07kc_,/t/dd00129"
eZvYi9PsAm8,0,10000,/m/046dlr
eZvnPXlzG4o,110000,120000,"/m/06mb1,/m/07qwyj0,/t/dd00038"
e_FxWfZd-a0,60000,70000,/m/01jg02
e_HhPw57sfA,110000,120000,/m/07pp_mv
e_PtqyCTVSk,30000,40000,"/m/04rmv,/m/09x0r"
e_sD3OG8AV8,30000,40000,/m/07qw_06
ea0uee4xXL4,10000,20000,/m/0llzx
ea6UuRTjkKs,430000,440000,"/m/04rlf,/m/07s0s5r,/m/09x0r"
eaFQ0O9Bzxg,0,10000,/m/07r67yg
eaGxEhvfoMo,200000,210000,"/m/01m2v,/m/0316dw"
eaJrclwcZb0,100000,110000,"/m/015lz1,/m/02fxyj"
eab8WrL--q8,260000,270000,"/m/04rlf,/m/06w87"
eagwMgFwKkE,160000,170000,"/m/04rlf,/t/dd00032"
eanZWgUZkmA,450000,460000,/m/07prgkl
eapyrh5XzgY,0,10000,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
ebBDFD332FM,30000,40000,"/m/07qdb04,/m/09ddx,/m/0jbk"
ebZ7Xt7B87A,30000,40000,/m/04229
ebhTLAnD8nQ,30000,40000,"/m/01lyv,/m/04rlf,/m/074ft"
ec8nJ0kUK3E,30000,40000,"/m/02zsn,/m/09x0r"
ecFTdC_k_H8,100000,110000,"/m/068zj,/m/07s02z0,/m/09x0r"
ecHgcc5MpyA,200000,210000,"/m/03m5k,/m/0d8_n"
ecS6SJGkhIw,40000,50000,"/m/018j2,/m/01lyv"
ecbomLkTcno,30000,40000,"/m/07qlf79,/m/09x0r"
ecdYeRJYdzE,30000,40000,"/m/04rlf,/t/dd00033"
eceBK3WXib8,70000,80000,"/m/03lty,/m/04rlf,/m/074ft,/m/0dl5d"
eceLeLKCo6A,30000,40000,"/m/014zdl,/m/07pxg6y,/m/09x0r"
echeYDYFhlY,30000,40000,"/m/04rlf,/t/dd00035"
ed-maLSYKLs,30000,40000,/m/07rv4dm
edS5WVQlhxg,60000,70000,"/m/02p3nc,/m/09x0r"
edgmsGYFqzM,500000,510000,/m/0hdsk
edvmrZI-gBg,30000,40000,/m/07qfgpx
ee0r3sqbrxI,490000,500000,"/m/07p7b8y,/m/09x0r,/t/dd00125"
eeU-yY0S2A4,360000,370000,"/m/04rlf,/m/05x_td,/m/09x0r"
eeU3VAba-og,400000,410000,"/m/07qc9xj,/m/09x0r,/t/dd00125"
eeVQE24tYAY,30000,40000,/m/02fxyj
eesWRPDG6ZI,310000,320000,"/m/0463cq4,/m/04rlf,/m/09x0r"
eeuaqSEIiTY,30000,40000,/m/07qwdck
eeyKoBYP1r0,70000,80000,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
eezaOfrLOkM,90000,100000,"/m/01kcd,/m/0319l,/m/07c6l"
efGICBEXQrA,0,10000,/m/07brj
efNuSjIANlc,90000,100000,"/m/01hnzm,/m/07pp8cl"
efoanrO2giA,560000,570000,/m/03wvsk
eg9i3zTUTLQ,550000,560000,"/m/04rlf,/m/07p78v5"
egBr8_Nsm78,0,10000,/m/011k_j
egE9vaE50U0,30000,40000,"/m/032n05,/m/04rlf"
egFLGPoPMCQ,100000,110000,"/m/02l6bg,/m/07yv9"
egK4XyDPpdc,30000,40000,"/m/07qlwh6,/m/09x0r"
egOBhLNMnTo,320000,330000,"/m/04rlf,/m/04szw,/m/07rrh0c,/m/09x0r"
egUQazbWCM4,18000,28000,"/m/07r_80w,/m/09d5_"
egnfs-wrCi0,18000,28000,"/m/01swy6,/m/04rlf"
egwB_wWn2ZQ,30000,40000,"/m/02zsn,/m/09x0r"
eh24v1Ly3y0,80000,90000,"/m/01qbl,/m/03qtq"
eh3tLj91K70,280000,290000,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
ehHztQcV3gE,190000,200000,"/m/02g901,/t/dd00125"
ehJKd9HLA04,370000,380000,"/m/02p0sh1,/m/04rlf"
ehS1MmMc4to,20000,30000,"/m/016622,/m/03w41f"
ehXNkYVFkmc,220000,230000,"/m/01yg9g,/m/09x0r"
ehZMQ9Q1Jko,520000,530000,"/m/025td0t,/m/02cjck,/m/04rlf,/m/0l14gg"
eiJPj13QyWw,200000,210000,"/m/09x0r,/m/0cj0r"
eibbW7B53Tc,140000,150000,/m/01m2v
eikfRF66hRA,140000,150000,"/m/02g901,/m/09x0r"
eiphyOcQ27Y,310000,320000,"/m/0164x2,/m/04rlf"
eixsIjV6Fek,30000,40000,"/m/078jl,/m/07rjwbb"
eiyza60rtDs,0,10000,"/m/0939n_,/m/09x0r"
ejMsSBTmsso,160000,170000,"/m/015jpf,/m/09x0r"
ejoPj5VKxRI,0,10000,"/m/04rlf,/m/0fd3y"
ek1ZTTDr1f4,20000,30000,"/m/026fgl,/m/0f8s22"
ekPRJdtHx1Y,30000,40000,"/m/04rlf,/m/07pkxdp"
eka3CsdumkE,330000,340000,"/m/09x0r,/m/0chx_"
ekiQLS263dk,120000,130000,"/m/07q7njn,/m/09x0r"
ekix8JsPfXo,30000,40000,"/m/034srq,/m/05kq4,/m/07qwyj0"
ekntD-DM2sU,70000,80000,"/m/01yrx,/m/03cczk,/m/068hy,/m/07pdhp0,/m/0jbk,/t/dd00125"
elenxCpnd3M,290000,300000,/m/05_wcq
emBBMiqY4Mw,150000,160000,"/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
emFb3WeTLLg,0,10000,"/m/04rlf,/m/09x0r,/m/0cfdd"
emNlqfjnoKQ,30000,40000,"/m/018j2,/m/04rlf,/m/09x0r"
emfShbN-7iA,0,10000,"/m/04rlf,/m/07s2xch,/m/09x0r"
emiT0fwSMgE,30000,40000,"/m/07qv_x_,/m/09x0r"
emvw_i4RIkk,290000,300000,"/m/0130jx,/m/02jz0l,/m/0838f"
en-Lm8VRjiY,30000,40000,"/m/01jt3m,/m/0838f"
en0haa37gnk,30000,40000,"/m/0l14t7,/m/0mbct"
en56uOGTwzg,0,10000,"/m/085jw,/m/0l14j_"
enp9fi18JqE,30000,40000,"/m/07qh7jl,/t/dd00077"
entThp930cw,30000,40000,"/m/026z9,/m/03mb9,/m/04rlf"
enxoWn8D8Ts,6000,16000,/m/06hps
eosBaG7RjZ4,270000,280000,"/m/07p9k1k,/m/0dxrf"
eosgQDxEAXo,30000,40000,"/m/01jg02,/m/01jg1z"
ep2st4ZscHg,30000,40000,"/m/03lty,/m/04rlf,/m/05r6t,/m/0dl5d"
epGDNMrsQb8,40000,50000,"/m/04_sv,/m/04rlf,/m/07yv9,/t/dd00130"
epdCSgTDXdw,270000,280000,/m/07qlf79
eqUNT2lvvCQ,10000,20000,"/m/03cczk,/m/07pdhp0,/t/dd00125"
erFcYsC6JaY,6000,16000,"/m/04rlf,/m/07qsvvw"
erHadqauC8A,30000,40000,"/m/01kcd,/m/07gql,/m/07y_7,/m/0l14_3"
erJ_Dnt-Waw,18000,28000,/m/025wky1
erM-xCseE3Q,30000,40000,/m/07pyf11
erPNRUjwg_g,110000,120000,"/m/04rlf,/m/05fw6t"
erTNk5mXucI,40000,50000,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
er_uXYYpnzU,0,10000,"/m/07p7b8y,/m/09x0r"
ereZsbcimJw,310000,320000,"/m/012f08,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
erhI5cUDap0,190000,200000,"/m/09x0r,/m/0fqfqc"
erqUSZDo0Pk,20000,30000,"/m/01bns_,/m/0d8_n"
err_odHDEGY,170000,180000,"/m/09x0r,/m/0c2wf,/t/dd00125"
eryYjuTEmpQ,30000,40000,"/m/01y3hg,/m/02fs_r,/m/09x0r"
esJEp1WGFl4,160000,170000,"/m/07s12q4,/t/dd00125"
esT1SUV7jxo,540000,550000,"/m/09x0r,/m/0dv5r"
esTCAafs-kY,0,10000,/m/07qjznt
esU_ynI1CX8,20000,30000,"/m/01jg02,/m/01jg1z"
esZ5GzTzJ0w,30000,40000,"/m/015p6,/m/0jbk,/t/dd00088"
etOFJS7hbtU,30000,40000,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
etYpN6Lx8OU,30000,40000,"/m/07yv9,/m/09x0r,/m/0gvgw0"
eteFo483GUs,30000,40000,"/m/018vs,/m/04rlf"
etppP5Sdo14,30000,40000,"/m/03kmc9,/m/0dgbq"
eudIU87I6Mk,300000,310000,/m/07plz5l
eukTEYuvP_A,30000,40000,"/m/09ct_,/m/0k5j"
ev6klttgYRc,50000,60000,"/m/09x0r,/t/dd00088"
evArNkBybX8,90000,100000,"/m/07pl1bw,/m/083vt"
evCwrb_f7r0,150000,160000,"/m/07qw_06,/m/09x0r"
evZUXhR_ko0,0,10000,"/m/07rrlb6,/m/09x0r"
ev_YCCuGVSs,30000,40000,"/m/04rlf,/m/05fw6t"
evy2azZk3kE,40000,50000,"/m/03m5k,/m/0d8_n"
evzVQ9pyimM,30000,40000,/m/032n05
ew0vGxOIyHs,130000,140000,"/m/04rlf,/m/0l14gg,/t/dd00033"
ewJuQI95FEU,330000,340000,/m/0g6b5
ewtAB2FD2BU,30000,40000,/m/07pjjrj
ex1J1fhotbU,70000,80000,/t/dd00134
ex27MLZXa_8,40000,50000,"/m/04rlf,/m/05w3f"
exD5okdopWc,60000,70000,"/m/028sqc,/m/04rlf"
ext7avks0Jk,17000,27000,"/m/07qz6j3,/t/dd00002"
ey6ianSkS6A,30000,40000,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
eyOFHNqS3T0,80000,90000,"/m/07qc9xj,/m/09x0r,/t/dd00125"
eyY6f4iQDH4,80000,90000,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
ey_wXCMrS28,30000,40000,/m/01jg02
eykvth4HdUw,430000,440000,"/m/0195fx,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
eywoMnysS10,30000,40000,"/m/06mb1,/m/07r10fb,/t/dd00038"
ez7zdY99UM4,9000,19000,"/m/07q2z82,/m/07yv9,/t/dd00067"
ezTLIjOaY6o,30000,40000,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
ezmX7g3gflY,30000,40000,"/m/013y1f,/m/03xq_f"
ezt5nlOxhj4,0,10000,"/m/018w8,/m/07pqc89,/m/09x0r"
f-6QHVgMeC8,0,10000,"/m/01h8n0,/m/09x0r"
f-Kx3Tz7GtE,270000,280000,"/m/030rvx,/m/09x0r"
f-dQYBH-7dQ,30000,40000,"/m/04rlf,/t/dd00004,/t/dd00006"
f-uxC4TU1VA,90000,100000,"/m/06xkwv,/m/07rcgpl"
f0-p4aQwUWY,170000,180000,/m/07qn4z3
f0QgJBvfEpc,30000,40000,"/m/01j3sz,/m/07rgt08,/m/09x0r"
f0SxaRjXhEA,60000,70000,/m/02dgv
f0diQ4g3vuY,30000,40000,/t/dd00134
f0nYKgkFvMM,7000,17000,/t/dd00002
f1NV9qTjOv8,90000,100000,"/m/0192l,/m/085jw"
f1PI8o_Gg7A,200000,210000,"/m/01h8n0,/m/09x0r"
f1UMPPWbCrU,350000,360000,"/m/04rlf,/m/07kc_"
f24GI12Moe4,0,10000,"/m/020bb7,/m/06_y0by,/m/09x0r,/t/dd00128"
f2IBQ8MBwjo,30000,40000,"/m/04cvmfc,/m/04rlf"
f2c3zsrRs1Y,310000,320000,"/m/01kcd,/m/0319l"
f2fMrzaRLYQ,0,10000,/m/06hps
f2nP-hci-AQ,220000,230000,"/m/04rlf,/m/04rzd"
f3Lvn8bGRh4,190000,200000,"/m/03qtwd,/m/04rlf,/m/07rwj3x,/m/09x0r"
f3MjzWjJ2oM,0,6000,"/m/07r660_,/m/09x0r"
f3vRQc2w_Nk,80000,90000,"/m/0463cq4,/m/09x0r,/t/dd00002,/t/dd00125"
f47LeLK_ucU,30000,40000,/m/0790c
f4PKtMpuKoA,10000,20000,"/m/02g901,/m/09x0r,/t/dd00125"
f4SrDs3GIxI,230000,240000,"/m/013y1f,/m/03gvt"
f4jW2H6V7gk,30000,40000,"/m/01kcd,/m/07gql"
f5AvBc2TTQQ,30000,40000,/m/01j4z9
f5HkYigSabA,320000,330000,/m/03cczk
f5T1Qln7YK0,60000,70000,/m/07qw_06
f5bqmoJNDRM,30000,40000,/m/07pjwq1
f5zwQsUhy7Q,30000,40000,"/m/02cjck,/m/03lty,/m/04rlf,/m/05r6t,/m/07sbbz2,/m/0dl5d,/m/0l14gg"
f62-S-v2swA,200000,210000,"/m/04rlf,/m/07xzm,/m/09x0r"
f6cIHA7b_mc,316000,326000,/m/07n_g
f6eR6eLvaIg,0,10000,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
f6v9gp1xyPM,30000,40000,"/m/03kmc9,/m/0dgbq"
f79ak9A_IUo,140000,150000,"/m/09x0r,/m/0dv5r"
f7OQTtTdgrA,0,10000,"/m/04rlf,/m/07kc_"
f7SmipOh5FU,200000,210000,/m/0326g
f7jtLE3Q8EE,290000,300000,"/m/015lz1,/m/015vgc"
f7u5zH2Aa5U,60000,70000,"/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk"
f816HjURyVc,10000,20000,"/m/015lz1,/m/04rlf,/m/06w87,/t/dd00126"
f8C1I7NCQYM,80000,90000,"/m/04rlf,/m/0ggx5q"
f8QGA4vN6HY,0,10000,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
f8UEgBnqixY,570000,580000,"/m/014yck,/m/07yv9,/m/0k5j,/t/dd00128"
f8VwWKROmL4,360000,370000,"/m/01j4z9,/m/09x0r"
f8dAsd5Uwlo,10000,20000,"/m/01yg9g,/m/0_ksk"
f9KQdHfUlcs,30000,40000,/m/03wvsk
f9c_1p9Mte8,140000,150000,"/g/122z_qxw,/m/07pbtc8,/m/09x0r"
f9k_lFZCzVk,100000,110000,"/m/015lz1,/m/04wptg"
f9rClVI52e0,150000,160000,"/m/012ndj,/m/03j1ly,/m/03kmc9"
f9tznd-ABEQ,230000,240000,"/m/06bz3,/m/07yv9,/m/0k4j,/m/0ltv"
fA-CkaYF2Uc,30000,40000,"/m/01m4t,/m/04rlf"
fA22MPh72m8,80000,90000,"/m/04rlf,/m/07brj"
fAVv7umYROE,450000,460000,/m/0l156b
fAYXr1xPP2w,540000,550000,/m/06xkwv
fBDWL4vSlAE,300000,310000,/m/07q0yl5
fBQwI1843SI,60000,70000,"/m/07bjf,/m/09x0r,/m/0dv5r"
fBlrIaY-Vwg,30000,40000,"/m/07qlwh6,/m/07r5v4s,/m/09x0r"
fBnMhRKW5jE,30000,40000,/m/015vgc
fCBY6IWBrdo,70000,80000,"/m/07s02z0,/m/09x0r"
fCljzvhZR4I,30000,40000,/m/03qc9zr
fCqHSy0qflM,80000,90000,"/m/085jw,/m/0l14j_"
fCyp3uuCj1k,70000,80000,"/m/015lz1,/m/04rlf,/m/074ft,/m/0gg8l"
fD1xB9lDbPQ,30000,40000,"/m/015lz1,/m/04rlf,/m/0y4f8,/m/0z9c"
fDBzeSQoTu8,120000,130000,"/m/04rlf,/m/05w3f"
fDMbNCdGXBc,30000,40000,"/m/01lyv,/m/04rlf,/m/0gg8l"
fDlIO__7vv0,10000,20000,"/m/01b_21,/m/09x0r"
fE0ngHs8eRw,30000,40000,"/m/015lz1,/m/01swy6,/m/02bk07"
fE7tbn6Fnw4,60000,70000,"/m/03q5t,/m/05148p4"
fEFeRM5bT8o,140000,150000,"/m/0140xf,/m/02mscn,/m/04rlf"
fEO0SbAuBQs,30000,40000,"/m/05tny_,/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk"
fEbFORMtEPc,10000,20000,/m/0242l
fEpOocEkW9s,30000,40000,/m/07s34ls
fFS3kxMFTH4,160000,170000,/m/07pws3f
fFSJSkx9zNM,160000,170000,"/m/08j51y,/m/09x0r"
fFYMsrMGQtU,30000,40000,"/m/04rlf,/m/07kc_"
fFnBdS5Sn1Q,460000,470000,"/m/01glhc,/m/04rlf,/m/09x0r"
fFzUndjB_bU,30000,40000,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
fGFK3Z5Cks4,16000,26000,"/m/07rbp7_,/m/07rqsjt"
fGPfAwuoYf8,100000,110000,"/m/04rlf,/m/07s8j8t"
fGysoS5hmhw,50000,60000,"/m/02bk07,/m/04rlf"
fHA5qtOU2J4,20000,30000,"/m/09x0r,/m/0fqfqc"
fHBSXGFTNR4,290000,300000,"/m/03qtwd,/m/04gy_2"
fHmROtp_U00,410000,420000,"/m/07pdjhy,/m/07pn_8q"
fHsIqRhNTOQ,210000,220000,/m/0cj0r
fIPsH57dZIY,22000,32000,/m/01w250
fIQQDoKp3uA,90000,100000,/m/07pt_g0
fIVkHUtiNJs,140000,150000,"/m/04rlf,/t/dd00032"
fIcCtvB-f3s,0,10000,"/m/015lz1,/m/07s0s5r"
fIvj2yZLcVg,40000,50000,"/m/01hsr_,/m/07s0dtb,/m/09x0r"
fJ36wVWhiio,40000,50000,"/m/04rlf,/m/07rn7sz"
fJ6ZeWYfLjA,380000,390000,"/m/015lz1,/m/04rlf,/m/0l14jd"
fJ8re5kbJxQ,140000,150000,/m/025wky1
fJ9l3RlbXs4,130000,140000,"/m/02mk9,/m/07yv9,/t/dd00130"
fK4n3IASsJQ,60000,70000,"/m/04_sv,/m/07hvw1,/m/07yv9,/t/dd00128"
fKB04c0dXSo,430000,440000,/m/0790c
fKBY2_IG86g,130000,140000,"/m/012ndj,/m/03j1ly,/m/03kmc9"
fKWioWO1XH8,30000,40000,"/m/04rlf,/m/09ct_,/m/09x0r"
fKXD_U8jZt8,110000,120000,/m/04229
fKni4PUSxu4,0,10000,"/m/01kcd,/m/06ncr"
fKqyQWuqWMk,260000,270000,"/m/02bxd,/m/04rlf"
fKuBzxi548k,220000,230000,/m/07qfgpx
fL4gKimEsBA,360000,370000,"/m/01h8n0,/m/07c52,/m/09x0r"
fLRCs7ef0Bc,380000,390000,/m/02pjr4
fLXHaeoBcdg,80000,90000,"/m/015lz1,/m/01swy6,/m/04rlf"
fLcfd_-j0tA,70000,80000,"/m/012f08,/m/02mk9,/m/05r5wn,/m/07yv9,/m/09x0r,/m/0k4j"
fLnF-QnR1Zw,70000,80000,"/m/02cjck,/m/04rlf"
fLpLKstiULY,110000,120000,/m/0c3f7m
fLrWoS0JXGs,30000,40000,"/m/01v1d8,/m/04rlf,/m/09x0r"
fM0rQLtccSA,360000,370000,"/m/012xff,/m/07p7b8y,/m/09x0r"
fM8elJ4jkic,30000,40000,"/m/0192l,/m/085jw"
fMLoMyRp2yA,490000,500000,/m/03cczk
fMpW89Ri9Y8,30000,40000,"/m/01v_m0,/m/07n_g,/m/0hdsk"
fN2-YyThNEg,160000,170000,"/m/046dlr,/m/09x0r"
fN84iIt7OWI,30000,40000,"/m/03dnzn,/m/0838f"
fNg-9y5xGXA,30000,40000,"/m/02rtxlg,/m/09x0r"
fNomBqCHlX0,50000,60000,"/m/04rlf,/m/04rzd"
fNp3_11a_WM,30000,40000,/m/0chx_
fNx_msXkxlo,300000,310000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
fO-QAPv2kYM,160000,170000,/m/024dl
fO94zt1Tb88,30000,40000,"/m/04rlf,/m/0dq0md"
fObjRnKHrXU,0,10000,"/m/07qyrcz,/m/09x0r"
fOvgWlyTdf4,100000,110000,/m/07c52
fOwvOtPpXB4,460000,470000,"/m/03v3yw,/m/07yv9,/m/0k4j"
fPIG7nrpgec,10000,20000,"/m/02sgy,/m/0342h,/m/039jq,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3"
fPYxUa1ZVAY,30000,40000,"/m/085jw,/m/0l14j_"
fPmrDPEyOW8,29000,39000,"/m/03cl9h,/m/09x0r"
fPxWzZmh7eQ,40000,50000,"/m/01jt3m,/m/0838f"
fQ4a_uttGCE,90000,100000,"/m/01j3sz,/t/dd00001"
fQK3MzMrkMQ,40000,50000,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
fR2lhjlHR4I,0,10000,"/m/015jpf,/m/07cx4"
fRX9NT1KNAc,30000,40000,"/m/02p3nc,/m/04rlf"
fRfPTAiG0DU,100000,110000,/m/07pt_g0
fS076ZSmfTI,10000,20000,"/m/07pp8cl,/m/09x0r,/t/dd00125"
fSBZIB_U0Lg,110000,120000,/m/02fxyj
fSh9xlPo7vk,510000,520000,"/m/07p6mqd,/m/09x0r,/m/0ytgt"
fSl0iGxw1YI,11000,21000,"/m/07yv9,/m/0gvgw0"
fT8FTHEHfzo,0,4000,/m/0c1dj
fTFKAh6stpI,170000,180000,/m/0dv3j
fTGZEmn3BY4,30000,40000,"/m/015lz1,/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m"
fTLOOr_RLpg,30000,40000,/m/078jl
fT_ccNQxaPA,30000,40000,"/m/04rlf,/m/06h7j,/m/09x0r"
fTbTQXqo8Lc,30000,40000,"/m/05rj2,/m/09x0r"
fTlCcBaWYiE,70000,80000,"/m/07c52,/m/09x0r"
fU8sbRMi3PI,570000,580000,"/m/081rb,/m/09x0r"
fU9woCZqemw,40000,50000,"/m/0395lw,/m/04rlf"
fULqRAn41Gk,30000,40000,/m/01h82_
fUa2M1vEJBQ,30000,40000,"/m/07qjznl,/m/07qjznt"
fUklZ6lUsuI,70000,80000,/m/0326g
fUyfYKqMP1E,40000,50000,"/m/04rlf,/m/0b_fwt"
fV92Nh4-sWk,0,10000,"/m/018j2,/m/04rlf"
fVPgN06gNnA,30000,40000,"/m/015y_n,/m/04rlf"
fVlItI3w4U8,22000,32000,"/m/04rlf,/m/04wptg"
fVxcaUv0jPE,70000,80000,"/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk"
fWBzCRl6LUs,0,5000,"/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j,/t/dd00128"
fWOdqEDLbEQ,30000,40000,"/m/03v3yw,/m/04rlf"
fWTrDugFpko,20000,30000,"/m/03vt0,/m/09f96,/m/0h2mp"
fWd_b0IOsGM,30000,40000,"/m/04cvmfc,/m/0cdnk"
fWfQxB2pVrc,30000,40000,"/m/03qjg,/m/085jw"
fWg-YqqzJMQ,10000,20000,"/m/012f08,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00065"
fWos7Z_zDgg,0,10000,/m/014zdl
fWsZ2tzfuEU,19000,29000,"/m/07qcpgn,/m/09x0r"
fWu8vVSSkNQ,160000,170000,"/m/085jw,/m/0l14l2"
fX18D1VUEAI,21000,31000,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
fXfNfvnDyQI,50000,60000,/m/0790c
fXyyl59aY1I,40000,50000,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
fY5cWL4SUmw,60000,70000,"/m/06mb1,/t/dd00038"
fYvUB-qy4IM,10000,20000,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
fYz2JflQAKA,160000,170000,"/m/04rlf,/m/07rkbfh,/m/09x0r"
fZD_P27ebrg,580000,590000,"/m/07r4wb8,/m/09x0r"
fZEUTBsfeOM,0,10000,/m/0cj0r
fZMPDCNyQxE,30000,40000,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067"
fZSTpXyty9Q,130000,140000,"/m/02qldy,/m/06bz3,/m/09x0r"
fZrqdZFFb5c,180000,190000,/m/0brhx
f_7ujxIzNmU,0,10000,"/m/07qv_d5,/m/07yv9,/m/0912c9"
f_9TMVInO90,360000,370000,/m/07pdhp0
f_EvjzspBpk,10000,20000,"/m/06h7j,/m/09x0r"
f_GjPCYLNdU,10000,20000,"/m/07yv9,/m/0h9mv"
f_KuNcFykFc,80000,90000,"/m/02p01q,/m/07pdjhy"
f_NR19LpA_E,0,10000,"/m/01kcd,/m/07c6l"
f_O34j0YKEU,110000,120000,"/m/09x0r,/m/0fqfqc"
f_wWMxwnOU8,100000,110000,/m/096m7z
faWvKxwpJX8,0,10000,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
fax-nHME80g,0,10000,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
fb3tkqbMBPA,180000,190000,"/m/04rlf,/m/07s8j8t"
fbWj1v3-Hus,30000,40000,"/m/03dnzn,/m/0838f"
fbyB2Yac-l0,540000,550000,/m/024dl
fcNl0kBRDKg,12000,22000,"/m/04rlf,/m/07qdb04,/m/09ddx"
fcUDyoytO-c,140000,150000,"/m/018w8,/m/04rlf,/m/09x0r"
fcWIVV6iKNw,30000,40000,"/m/014zdl,/m/09x0r"
fcpVyvn5vKk,170000,180000,"/m/01xqw,/m/02qmj0d,/m/07y_7,/m/0l14_3"
fczL-Xh-Fvg,160000,170000,/m/0dv3j
fd5JUOIhMxQ,30000,40000,"/m/03cl9h,/m/04rlf"
fdV50LDw7Ek,200000,210000,"/m/07qlwh6,/m/09x0r,/t/dd00125"
fdmUsDbesFc,0,7000,/m/0dl83
fdt3_-KXOhE,330000,340000,"/m/03k3r,/m/09x0r,/m/0jbk,/t/dd00129"
fe10sxFSz_I,0,10000,"/m/03m5k,/m/0d8_n"
feaWVXoRz34,21000,31000,"/m/07st88b,/m/09ld4"
